id,ticket,symbol,order_type,volume,open_price,close_price,open_time,close_time,profit,swap,commission,stop_loss,take_profit,strategy,is_closed,comment,engine_version,strategy_version
110,55864767560,AUDUSD,BUY,2.0,0.69255,0.69678,2026-03-23 14:05:04.563460,2026-03-23 16:05:37.000000,846.0,0.0,0.0,0.68918,0.69678,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.02 RSI=20.8,2.1,
111,55867233573,AUDUSD,BUY,2.0,0.69876,0.69886,2026-03-23 15:05:10.015612,2026-03-23 17:31:55.000000,40.0,0.0,0.0,0.69373,0.7062,macd_crossover,1,MACD crossover BUY | MACD=-0.00227 Signal=-0.00242,2.1,
112,55867234234,USDJPY,BUY,2.0,158.929,158.467,2026-03-23 15:05:11.455769,2026-03-23 18:00:25.000000,-583.09,0.0,0.0,158.46671,160.35732,bollinger_bounce,1,BB bounce BUY | BB_pos=-0.06 RSI=42.5,2.1,
113,55939340209,USDCHF,BUY,2.0,0.79255,0.79312,2026-03-26 11:05:04.420568,2026-03-26 17:07:40.000000,143.74,0.0,0.0,0.79067,0.79533,macd_crossover,1,MACD crossover BUY | MACD=0.00065 Signal=0.00065,2.1,
114,55942937934,AUDUSD,SELL,2.0,0.69334,0.69164,2026-03-26 13:58:53.463097,2026-03-26 17:07:16.000000,340.0,0.0,0.0,0.69585,0.6896,macd_crossover,1,MACD crossover SELL | MACD=-0.00071 Signal=-0.00070,2.1,
115,55944315437,USDCAD,BUY,2.0,1.38432,1.38246,2026-03-26 15:05:05.287936,2026-03-26 18:38:13.000000,-277.77,0.0,0.0,1.38246,1.38748,macd_crossover,1,MACD crossover BUY | MACD=0.00128 Signal=0.00125,2.1,
116,55945681603,USDJPY,BUY,2.0,159.64,159.66,2026-03-26 16:05:07.017798,2026-03-26 21:41:43.000000,25.05,0.0,0.0,159.42483,160.4745,macd_crossover,1,MACD crossover BUY | MACD=0.13304 Signal=0.13167,2.1,
117,55945682223,AUDUSD,BUY,2.0,0.69096,0.69174,2026-03-26 16:05:08.132196,2026-03-26 18:57:56.000000,156.0,0.0,0.0,0.68847,0.69408,ml_direct,1,ML Direct BUY | conf=59.1% [SELL=31.3% NO=9.6% BUY=59.1%],2.1,
118,55953517537,USDCAD,BUY,2.0,1.3854899999999999,1.38572,2026-03-26 21:05:04.431602,2026-03-27 01:58:13.000000,33.2,0.0,0.0,1.38244,1.38848,macd_crossover,1,MACD crossover BUY | MACD=0.00125 Signal=0.00123,2.1,
119,55955479997,XAUUSD,SELL,0.01,4354.16,4397.55,2026-03-26 23:05:01.780359,2026-03-27 01:12:55.000000,-43.29,0.0,0.0,4397.54862,4258.76903,ml_filtered_sma,1,"SMA40 x SMA50 SELL, RSI=36.4",,
120,55956617150,XAUUSD,SELL,0.01,4386.97,4429.66,2026-03-27 01:05:04.935507,2026-03-27 07:01:36.000000,-42.69,0.0,0.0,4429.66433,4258.61046,ml_filtered_sma,1,"SMA40 x SMA50 SELL, RSI=39.2",,
121,55959498253,AUDUSD,BUY,2.0,0.68932,0.69035,2026-03-27 06:05:05.933483,2026-03-27 10:26:02.000000,206.0,0.0,0.0,0.68629,0.69381,macd_crossover,1,MACD crossover BUY | MACD=-0.00159 Signal=-0.00165,2.1,
122,55961431223,AUDUSD,BUY,2.0,0.68974,0.68994,2026-03-27 09:05:06.792462,2026-03-27 11:47:48.000000,40.0,0.0,0.0,0.68809,0.69409,ml_direct,1,ML Direct BUY | conf=58.3% [SELL=27.8% NO=13.8% BUY=58.3%],2.1,
123,55962286758,USDCHF,BUY,2.0,0.79604,0.79631,2026-03-27 10:05:06.469574,2026-03-27 12:49:38.000000,67.81,0.0,0.0,0.79428,0.79864,macd_crossover,1,MACD crossover BUY | MACD=0.00092 Signal=0.00091,2.1,
124,55962287002,AUDUSD,BUY,2.0,0.68973,0.68748,2026-03-27 10:05:07.750616,2026-03-27 22:17:35.000000,-450.0,0.0,0.0,0.68748,0.69326,ml_direct,1,ML Direct BUY | conf=57.3% [SELL=28.0% NO=14.7% BUY=57.3%],2.1,
125,55963123800,EURUSD,SELL,2.0,1.15177,1.15097,2026-03-27 11:05:07.240827,2026-03-27 17:24:49.000000,160.0,0.0,0.0,1.15498,1.14657,macd_crossover,1,MACD crossover SELL | MACD=-0.00073 Signal=-0.00072,2.1,
126,55963124201,GBPUSD,SELL,2.0,1.3312,1.331,2026-03-27 11:05:08.074134,2026-03-27 14:12:55.000000,40.0,0.0,0.0,1.33367,1.32205,macd_crossover,1,MACD crossover SELL | MACD=-0.00080 Signal=-0.00073,2.1,
127,55965276588,USDCHF,SELL,2.0,0.79729,0.79709,2026-03-27 13:05:11.200407,2026-03-27 18:00:25.000000,50.18,0.0,0.0,0.79872,0.79496,rsi_reversal,1,RSI reversal SELL | RSI=70.3 (prev=70.6),2.1,
128,55965276800,GBPUSD,SELL,2.0,1.3311600000000001,1.3281800000000001,2026-03-27 13:05:12.078793,2026-03-27 17:41:23.000000,596.0,0.0,0.0,1.33354,1.32349,ml_direct,1,ML Direct SELL | conf=57.1% [SELL=57.1% NO=9.4% BUY=33.5%],2.1,
129,55968901904,USDCAD,SELL,2.0,1.38675,1.38655,2026-03-27 16:05:10.439954,2026-03-27 18:31:20.000000,28.85,0.0,0.0,1.3881,1.38373,ml_direct,1,ML Direct SELL | conf=56.5% [SELL=56.5% NO=13.5% BUY=30.1%],2.1,
130,55970698206,EURUSD,BUY,2.0,1.15319,1.15382,2026-03-27 17:05:08.437683,2026-03-27 20:40:01.000000,128.0,0.0,0.0,1.1498,1.15862,macd_crossover,1,MACD crossover BUY | MACD=-0.00075 Signal=-0.00082,2.1,
131,55974855006,USDCAD,BUY,2.0,1.38787,1.38805,2026-03-27 19:05:06.537504,2026-03-27 22:10:53.000000,28.82,0.0,0.0,1.38465,1.39035,macd_crossover,1,MACD crossover BUY | MACD=0.00082 Signal=0.00080,2.1,
132,55977310555,AUDUSD,SELL,2.0,0.68698,0.68504,2026-03-27 21:05:05.584715,2026-03-31 11:24:33.000000,326.8,0.0,0.0,0.68954,0.68197,macd_crossover,1,MACD crossover SELL | MACD=-0.00089 Signal=-0.00085,2.1,
133,56010819807,AUDUSD,BUY,2.0,0.68509,0.68618,2026-03-31 09:05:05.370950,2026-03-31 14:11:53.000000,222.0,0.0,0.0,0.68192,0.68752,ml_direct,1,ML Direct BUY | conf=57.1% [SELL=27.1% NO=15.8% BUY=57.1%],2.2,1.0
134,56012653239,USDCAD,SELL,2.0,1.39359,1.39341,2026-03-31 11:05:04.907197,2026-03-31 18:15:26.000000,28.71,0.0,0.0,1.39553,1.39241,ml_direct,1,ML Direct SELL | conf=55.0% [SELL=55.0% NO=26.6% BUY=18.3%],2.2,1.0
135,56013622722,AUDUSD,BUY,2.0,0.6864,0.68786,2026-03-31 12:05:05.327551,2026-03-31 17:39:41.000000,292.0,0.0,0.0,0.68207,0.68786,ml_direct,1,ML Direct BUY | conf=62.5% [SELL=22.8% NO=14.8% BUY=62.5%],2.2,1.0
136,56018712903,USDCAD,SELL,2.0,1.39416,1.39258,2026-03-31 16:05:04.868451,2026-03-31 19:30:26.000000,226.92,0.0,0.0,1.39554,1.39258,ml_direct,1,ML Direct SELL | conf=57.9% [SELL=57.9% NO=17.2% BUY=24.9%],2.2,1.0
137,56022507339,EURUSD,SELL,2.0,1.1520299999999999,1.15701,2026-03-31 18:05:07.815690,2026-04-01 05:51:00.000000,-1004.0,0.0,0.0,1.15701,1.14437,bollinger_bounce,1,BB bounce SELL | BB_pos=0.92 RSI=64.2 BBW=0.0085 BBW_avg_ratio=1.64,2.2,2.0
138,56034575428,AUDUSD,BUY,2.0,0.69056,0.69076,2026-04-01 08:05:04.343329,2026-04-01 11:11:34.000000,40.0,0.0,0.0,0.68642,0.69268,ml_direct,1,ML Direct BUY | conf=57.8% [SELL=27.9% NO=14.3% BUY=57.8%],2.3,1.0
139,56036892295,EURUSD,SELL,2.0,1.15865,1.15845,2026-04-01 10:05:03.904610,2026-04-01 13:56:10.000000,40.0,0.0,0.0,1.16365,1.15092,ml_direct,1,ML Direct SELL | conf=57.0% [SELL=57.0% NO=4.9% BUY=38.1%],2.3,1.0
140,56036892590,XAUUSD,SELL,2.0,4722.22,4752.52,2026-04-01 10:05:04.909195,2026-04-01 17:39:06.000000,-6060.0,0.0,0.0,4752.51786,4657.77415,ml_direct,1,ML Direct SELL | conf=57.5% [SELL=57.5% NO=8.0% BUY=34.5%],2.3,1.0
141,56038413784,EURUSD,SELL,2.0,1.15886,1.15865,2026-04-01 11:05:04.825009,2026-04-01 15:40:13.000000,40.0,0.0,0.0,1.1639,1.15103,ml_direct,1,ML Direct SELL | conf=56.0% [SELL=56.0% NO=5.3% BUY=38.7%],2.3,1.0
142,56044826448,EURUSD,SELL,2.0,1.16008,1.15883,2026-04-01 16:05:09.302281,2026-04-02 02:06:55.000000,252.0,0.0,0.0,1.16538,1.15191,ml_direct,1,ML Direct SELL | conf=56.7% [SELL=56.7% NO=8.1% BUY=35.1%],2.3,1.0
143,56048372718,XAUUSD,SELL,2.0,4766.6,4789.14,2026-04-01 18:05:09.802101,2026-04-01 22:01:03.000000,-4522.0,0.0,0.0,4789.1373,4690.90648,ml_direct,1,ML Direct SELL | conf=58.8% [SELL=58.8% NO=7.4% BUY=33.8%],2.3,1.0
144,56059646517,AUDUSD,BUY,1.0,0.68789,0.68809,2026-04-02 08:05:03.736193,2026-04-02 14:03:11.000000,20.0,0.0,0.0,0.68332,0.69017,ml_direct,1,ML Direct BUY | conf=55.9% [SELL=32.0% NO=12.1% BUY=55.9%],2.3,1.0
145,56062056933,XAUUSD,SELL,1.0,4603.48,4598.56,2026-04-02 10:05:04.286754,2026-04-02 19:29:19.000000,492.0,0.0,0.0,4653.0785,4522.23675,ml_direct,1,ML Direct SELL | conf=58.1% [SELL=58.1% NO=7.6% BUY=34.3%],2.3,1.0
146,56070504925,XAUUSD,SELL,1.0,4643.15,4696.53,2026-04-02 17:05:08.421287,2026-04-02 20:43:30.000000,-5357.0,0.0,0.0,4696.53142,4565.38,ml_direct,1,ML Direct SELL | conf=61.0% [SELL=61.0% NO=7.6% BUY=31.4%],2.4,1.0
147,56077439340,XAUUSD,SELL,1.0,4671.44,4652.3,2026-04-02 22:18:33.151337,2026-04-06 04:55:02.000000,1873.8,0.0,0.0,4726.0375,4606.42125,ml_direct,1,ML Direct SELL | conf=60.3% [SELL=60.3% NO=7.4% BUY=32.3%],2.4,1.0
148,56079982446,AUDUSD,BUY,1.0,0.68997,0.69018,2026-04-03 15:31:39.789589,2026-04-03 18:50:03.000000,20.0,0.0,0.0,0.68771,0.69136,ml_filtered_sma,1,"SMA20 x SMA50 BUY, RSI=45.0",2.4,1.0
149,56091185200,USDJPY,BUY,1.0,159.411,159.506,2026-04-06 12:05:11.412720,2026-04-06 18:03:50.000000,59.56,0.0,0.0,159.19002,159.90397,bollinger_bounce,1,BB bounce BUY | BB_pos=0.02 RSI=38.9 BBW=0.0027 BBW_avg_ratio=1.84,2.4,2.0
150,56091188585,USDCHF,BUY,1.0,0.79738,0.79758,2026-04-06 12:05:21.890020,2026-04-06 16:10:07.000000,25.08,0.0,0.0,0.7944,0.80104,bollinger_bounce,1,BB bounce BUY | BB_pos=0.01 RSI=37.0 BBW=0.0068 BBW_avg_ratio=1.31,2.4,2.0
151,56092307837,EURUSD,SELL,1.0,1.15517,1.15477,2026-04-06 13:05:06.329250,2026-04-06 17:47:37.000000,40.0,0.0,0.0,1.15941,1.14947,bollinger_bounce,1,BB bounce SELL | BB_pos=0.98 RSI=64.1 BBW=0.0055 BBW_avg_ratio=1.46,2.4,2.0
152,56095793213,USDJPY,SELL,1.0,159.448,159.658,2026-04-06 16:05:05.482883,2026-04-06 20:55:55.000000,-131.53,0.0,0.0,159.65839,158.92202,ml_filtered_sma,1,"SMA20 x SMA50 SELL, RSI=44.5",2.4,1.0
153,56095797483,XAUUSD,SELL,1.0,4672.16,4666.9,2026-04-06 16:05:15.828246,2026-04-06 21:52:44.000000,526.0,0.0,0.0,4717.54564,4619.23175,ml_direct,1,ML Direct SELL | conf=56.2% [SELL=56.2% NO=8.2% BUY=35.6%],2.4,1.0
154,56100919550,EURUSD,BUY,1.0,1.15451,1.1548,2026-04-06 19:05:19.614536,2026-04-07 00:25:08.000000,20.0,0.0,0.0,1.15051,1.16082,ml_filtered_sma,1,"SMA20 x SMA50 BUY, RSI=54.4",2.4,1.0
155,56100922243,GBPUSD,BUY,1.0,1.32361,1.3238400000000001,2026-04-06 19:05:30.582778,2026-04-07 00:32:16.000000,20.0,0.0,0.0,1.3212,1.32895,ml_filtered_sma,1,"SMA20 x SMA50 BUY, RSI=54.2",2.4,1.0
156,56100924248,XAUUSD,SELL,1.0,4666.62,4665.85,2026-04-06 19:05:41.229084,2026-04-07 00:11:16.000000,76.0,0.0,0.0,4709.90523,4617.05223,ml_direct,1,ML Direct SELL | conf=55.5% [SELL=55.5% NO=10.1% BUY=34.4%],2.4,1.0
157,56101973047,USDCHF,SELL,1.0,0.79837,0.79817,2026-04-06 20:05:04.860855,2026-04-06 23:38:02.000000,25.06,0.0,0.0,0.80119,0.79482,ml_filtered_sma,1,"SMA20 x SMA50 SELL, RSI=47.6",2.4,1.0
158,56102979668,XAUUSD,SELL,1.0,4652.18,4652.16,2026-04-06 21:05:14.559432,2026-04-07 07:20:11.000000,-2.5999999999999996,0.0,0.0,4691.96989,4605.67179,ml_direct,1,ML Direct SELL | conf=60.1% [SELL=60.1% NO=9.5% BUY=30.4%],2.4,1.0
159,56103896369,USDCAD,SELL,1.0,1.3914,1.3912,2026-04-06 22:05:35.410068,2026-04-07 03:55:10.000000,14.090000000000002,0.0,0.0,1.39324,1.39022,ml_filtered_sma,1,"SMA20 x SMA50 SELL, RSI=39.4",2.4,1.0
160,56103899367,XAUUSD,SELL,1.0,4657.58,4657.54,2026-04-06 22:05:45.763776,2026-04-07 01:55:29.000000,2.0,0.0,0.0,4696.6721,4612.88255,ml_direct,1,ML Direct SELL | conf=61.4% [SELL=61.4% NO=10.7% BUY=27.9%],2.4,1.0
161,56107328839,USDJPY,BUY,1.0,159.899,159.7,2026-04-07 05:05:14.478872,2026-04-07 14:02:12.000000,-125.23,0.0,0.0,159.70006,160.36134,ml_filtered_sma,1,"SMA20 x SMA50 BUY, RSI=64.2",2.4,1.0
162,56107987498,AUDUSD,BUY,1.0,0.69099,0.69119,2026-04-07 06:05:15.276325,2026-04-07 09:48:45.000000,20.0,0.0,0.0,0.68801,0.69202,stop_hunt_reversal,1,Stop Hunt BUY | LOW sweep +7.3 pips | RSI=43.2 ATR=0.00100 Swing H=0.69379 L=0.69053,2.4,1.0
163,56110886445,XAUUSD,SELL,1.0,4650.73,4650.75,2026-04-07 10:05:04.831840,2026-04-07 14:02:05.000000,2.0,0.0,0.0,4680.50924,4599.62922,ml_direct,1,ML Direct SELL | conf=58.3% [SELL=58.3% NO=8.5% BUY=33.2%],2.4,1.0
164,56113464948,XAUUSD,SELL,1.0,4683.32,4680.56,2026-04-07 12:05:04.325688,2026-04-07 16:15:48.000000,277.0,0.0,0.0,4724.61228,4638.17901,ml_direct,1,ML Direct SELL | conf=56.6% [SELL=56.6% NO=8.6% BUY=34.8%],2.4,1.0
165,56116561000,XAUUSD,SELL,1.0,4655.43,4654.26,2026-04-07 14:05:15.256007,2026-04-07 17:37:35.000000,124.0,0.0,0.0,4703.08408,4614.97857,ml_direct,1,ML Direct SELL | conf=58.9% [SELL=58.9% NO=7.5% BUY=33.7%],2.4,1.0
166,56121238253,XAUUSD,SELL,1.0,4623.53,4623.14,2026-04-07 17:05:06.278761,2026-04-07 20:10:58.000000,2.0,0.0,0.0,4687.52469,4599.46119,ml_direct,1,ML Direct SELL | conf=55.2% [SELL=55.2% NO=8.4% BUY=36.3%],2.4,1.0
167,56124706039,XAUUSD,SELL,1.0,4661.04,4690.28,2026-04-07 19:05:05.234507,2026-04-08 01:19:41.000000,-2938.0,0.0,0.0,4690.27868,4593.34488,ml_direct,1,ML Direct SELL | conf=59.3% [SELL=59.3% NO=10.5% BUY=30.2%],2.4,1.0
168,56126000260,USDCHF,BUY,1.0,0.79919,0.79939,2026-04-07 20:05:05.404405,2026-04-07 23:32:31.000000,25.02,0.0,0.0,0.79622,0.80274,ml_filtered_sma,1,"SMA20 x SMA50 BUY, RSI=50.2",2.4,1.0
169,56128515399,XAUUSD,SELL,1.0,4664.74,4706.37,2026-04-07 22:05:04.693200,2026-04-08 01:46:00.000000,-4165.0,0.0,0.0,4706.36905,4616.75777,ml_direct,1,ML Direct SELL | conf=55.2% [SELL=55.2% NO=11.0% BUY=33.7%],2.4,1.0
170,56135528477,AUDUSD,BUY,1.0,0.70571,0.70744,2026-04-08 07:05:14.645626,2026-04-08 11:31:35.000000,173.0,0.0,0.0,0.69901,0.70744,ml_direct,1,ML Direct BUY | conf=60.5% [SELL=31.5% NO=8.0% BUY=60.5%],2.4,1.0
171,56138121337,EURUSD,SELL,1.0,1.16887,1.16882,2026-04-08 10:05:05.096026,2026-04-08 13:18:02.000000,20.0,0.0,0.0,1.17574,1.16043,ml_direct,1,ML Direct SELL | conf=58.4% [SELL=58.4% NO=4.2% BUY=37.5%],2.4,1.0
172,56138125038,XAUUSD,SELL,1.0,4814.69,4776.04,2026-04-08 10:05:15.474059,2026-04-08 16:16:23.000000,3867.0,0.0,0.0,4884.35078,4776.03742,ml_direct,1,ML Direct SELL | conf=55.1% [SELL=55.1% NO=7.7% BUY=37.3%],2.4,1.0
173,56140201593,EURUSD,BUY,1.0,1.16839,1.16859,2026-04-08 12:05:04.623735,2026-04-08 17:01:23.000000,20.0,0.0,0.0,1.16221,1.17766,ml_direct,1,ML Direct BUY | conf=55.9% [SELL=38.1% NO=6.0% BUY=55.9%],2.4,1.0
174,56141318131,EURUSD,BUY,1.0,1.16801,1.16964,2026-04-08 13:05:04.634547,2026-04-08 17:38:28.000000,163.0,0.0,0.0,1.16227,1.17696,ml_direct,1,ML Direct BUY | conf=56.3% [SELL=37.2% NO=6.5% BUY=56.3%],2.4,1.0
175,56141320800,USDCHF,SELL,1.0,0.78926,0.7884,2026-04-08 13:05:15.173609,2026-04-08 17:39:47.000000,109.08,0.0,0.0,0.7933,0.78416,ml_direct,1,ML Direct SELL | conf=57.1% [SELL=57.1% NO=13.7% BUY=29.2%],2.4,1.0
176,56162127413,XAUUSD,SELL,1.0,4715.22,,2026-04-09 10:05:04.928852,,-2565.0,0.0,0.0,4758.0706,4673.26597,ml_direct,0,ML Direct SELL | conf=57.6% [SELL=57.6% NO=8.6% BUY=33.8%],2.4,1.0
177,56165240292,XAUUSD,SELL,1.0,4728.41,,2026-04-09 13:05:07.281830,,-1229.0,0.0,0.0,4763.2774,4688.03469,ml_filtered_sma,0,"SMA20 x SMA50 SELL, RSI=48.7",2.4,1.0
178,56165244414,XAUUSD,SELL,1.0,4727.89,,2026-04-09 13:05:17.550768,,-1277.0,0.0,0.0,4763.2774,4688.03469,ml_direct,0,ML Direct SELL | conf=56.7% [SELL=56.7% NO=9.0% BUY=34.2%],2.4,1.0
